Rank,First Name,Last Name,Time,Event Num,Event
1st,Tanya,Lee,12.44,S1E2,The Bangkok Cup Sponsored by GAN
2nd,Cheryl,Jackson,14.01,S1E2,The Bangkok Cup Sponsored by GAN
3rd,Jeanette,King,14.06,S1E3,The Las Vegas Big Double in United States
4th,Tanya,Lee,14.51,S1E2,The Bangkok Cup Sponsored by GAN
5th,Daria,Buchkovsky,14.51,S1E4,The Johannesburg Open Tournament in South Africa
6th,Cheryl,Jackson,14.52,S1E5,The South Bend Open Tournament in United States
7th,Robin,Wells,14.59,S1E1,The Milwaukee Cup Sponsored by GAN
8th,Robert,Young,14.62,S1E3,The Las Vegas Big Double in United States
9th,Tanya,Lee,14.67,S1E2,The Bangkok Cup Sponsored by GAN
10th,Tanya,Lee,14.7,S1E4,The Johannesburg Open Tournament in South Africa
11th,Stephanie,Cain,14.72,S1E3,The Las Vegas Big Double in United States
12th,Jason,Martin,14.77,S1E2,The Bangkok Cup Sponsored by GAN
13th,Tanya,Lee,14.77,S1E2,The Bangkok Cup Sponsored by GAN
14th,Douglas,Robinson,14.77,S1E5,The South Bend Open Tournament in United States
15th,Robert,Young,14.85,S1E3,The Las Vegas Big Double in United States
16th,Tanya,Lee,14.87,S1E1,The Milwaukee Cup Sponsored by GAN
17th,Tanya,Lee,14.91,S1E5,The South Bend Open Tournament in United States
18th,Conor,Evans,14.94,S1E2,The Bangkok Cup Sponsored by GAN
19th,Henry,Hunter,15.15,S1E1,The Milwaukee Cup Sponsored by GAN
20th,Conor,Evans,15.16,S1E1,The Milwaukee Cup Sponsored by GAN
21st,Robert,Young,15.16,S1E3,The Las Vegas Big Double in United States
22nd,Robert,Young,15.17,S1E2,The Bangkok Cup Sponsored by GAN
23rd,Emerson,Tichenor,15.18,S1E1,The Milwaukee Cup Sponsored by GAN
24th,Tanya,Lee,15.21,S1E1,The Milwaukee Cup Sponsored by GAN
25th,Daria,Buchkovsky,15.27,S1E5,The South Bend Open Tournament in United States
26th,Michelle,Hart,15.33,S1E3,The Las Vegas Big Double in United States
27th,Robert,Young,15.39,S1E4,The Johannesburg Open Tournament in South Africa
28th,Robert,Young,15.47,S1E3,The Las Vegas Big Double in United States
29th,Ryan,Stoyko,15.52,S1E3,The Las Vegas Big Double in United States
30th,Daria,Buchkovsky,15.52,S1E3,The Las Vegas Big Double in United States
31st,Tanya,Lee,15.54,S1E1,The Milwaukee Cup Sponsored by GAN
32nd,Karen,Castro,15.55,S1E5,The South Bend Open Tournament in United States
