Rank,First Name,Last Name,Time,Event Num,Event
1st,Tanya,Lee,12.28,S2E6,Speedcubes Massive Battle in Omdurman
2nd,Conor,Evans,12.37,S1E6,The Nagoya Big Double
3rd,Tanya,Lee,12.44,S1E2,The Bangkok Cup Sponsored by GAN
4th,Tanya,Lee,12.68,S1E10,The Moscow Cup Sponsored by GAN
5th,Eric,Graham,12.8,S1E7,The Shanghai Cup Sponsored by GAN
6th,Kimberly,White,12.86,S1E7,The Shanghai Cup Sponsored by GAN
7th,Conor,Evans,13.05,S2E8,The Berlin Cup Sponsored by GAN
8th,Stephanie,Cain,13.3,S1E8,The Ho Chi Minh City Cubing Invitational
9th,Tanya,Lee,13.32,S1E11,Season 1 Championship in Manhattan
10th,Tanya,Lee,13.44,S1E9,The Manchester Cubing Invitational
11th,Tanya,Lee,13.45,S1E8,The Ho Chi Minh City Cubing Invitational
12th,Tanya,Lee,13.49,S1E6,The Nagoya Big Double
13th,Tanya,Lee,13.51,S2E3,The Manchester Big Double
14th,Tanya,Lee,13.55,S2E5,Bangkok Open
15th,Bradley,Cross,13.71,S2E6,Speedcubes Massive Battle in Omdurman
16th,Antonio,Valencia,13.82,S1E6,The Nagoya Big Double
17th,Tanya,Lee,13.82,S2E3,The Manchester Big Double
18th,Robert,Young,13.83,S2E3,The Manchester Big Double
19th,Tanya,Lee,13.89,S2E8,The Berlin Cup Sponsored by GAN
20th,Antonio,Valencia,13.96,S1E9,The Manchester Cubing Invitational
21st,Conor,Evans,13.96,S2E4,The MoYu Louisville Cup
22nd,Ryan,Stoyko,14.0,S2E5,Bangkok Open
23rd,Cheryl,Jackson,14.01,S1E2,The Bangkok Cup Sponsored by GAN
24th,Robert,Young,14.05,S2E5,Bangkok Open
25th,Jeanette,King,14.06,S1E3,The Las Vegas Big Double in United States
26th,Tanya,Lee,14.07,S2E2,The Wuhan Open Tournament in China
27th,Alyssa,Murillo,14.1,S2E5,Bangkok Open
28th,Jacob,Garcia,14.14,S1E6,The Nagoya Big Double
29th,Jacob,Garcia,14.16,S2E6,Speedcubes Massive Battle in Omdurman
30th,Jacob,Garcia,14.19,S2E7,The Nagoya Cup Sponsored by GAN
31st,Tanya,Lee,14.2,S1E10,The Moscow Cup Sponsored by GAN
32nd,Maggie,Silver,14.21,S2E4,The MoYu Louisville Cup
33rd,Cheryl,Jackson,14.22,S1E10,The Moscow Cup Sponsored by GAN
34th,Robert,Young,14.25,S2E4,The MoYu Louisville Cup
35th,Ryan,Stoyko,14.25,S2E7,The Nagoya Cup Sponsored by GAN
36th,Bradley,Cross,14.33,S2E1,The Japan Open in Tokyo
37th,Bill,Meadows,14.36,S2E5,Bangkok Open
38th,Tanya,Lee,14.37,S2E7,The Nagoya Cup Sponsored by GAN
39th,Lonnie,Green,14.38,S2E5,Bangkok Open
40th,Cheryl,Jackson,14.43,S2E2,The Wuhan Open Tournament in China
41st,Ryan,Stoyko,14.43,S2E8,The Berlin Cup Sponsored by GAN
42nd,Tanya,Lee,14.47,S1E8,The Ho Chi Minh City Cubing Invitational
43rd,Antonio,Valencia,14.48,S1E6,The Nagoya Big Double
44th,Cheryl,Jackson,14.5,S2E4,The MoYu Louisville Cup
45th,Tanya,Lee,14.51,S1E2,The Bangkok Cup Sponsored by GAN
46th,Daria,Buchkovsky,14.51,S1E4,The Johannesburg Open Tournament in South Africa
47th,Cheryl,Jackson,14.52,S1E5,The South Bend Open Tournament in United States
48th,Ryan,Stoyko,14.54,S2E6,Speedcubes Massive Battle in Omdurman
49th,Robin,Wells,14.59,S1E1,The Milwaukee Cup Sponsored by GAN
50th,Tanya,Lee,14.59,S2E5,Bangkok Open
51st,Robert,Young,14.62,S1E3,The Las Vegas Big Double in United States
52nd,Eric,Graham,14.63,S2E3,The Manchester Big Double
53rd,Tanya,Lee,14.64,S1E8,The Ho Chi Minh City Cubing Invitational
54th,Tanya,Lee,14.67,S1E2,The Bangkok Cup Sponsored by GAN
55th,Conor,Evans,14.67,S1E10,The Moscow Cup Sponsored by GAN
56th,Eric,Graham,14.67,S2E6,Speedcubes Massive Battle in Omdurman
57th,Tanya,Lee,14.7,S1E4,The Johannesburg Open Tournament in South Africa
58th,Jacob,Garcia,14.7,S1E7,The Shanghai Cup Sponsored by GAN
59th,Stephanie,Cain,14.72,S1E3,The Las Vegas Big Double in United States
60th,Jason,Martin,14.77,S1E2,The Bangkok Cup Sponsored by GAN
61st,Tanya,Lee,14.77,S1E2,The Bangkok Cup Sponsored by GAN
62nd,Douglas,Robinson,14.77,S1E5,The South Bend Open Tournament in United States
63rd,Tanya,Lee,14.78,S1E8,The Ho Chi Minh City Cubing Invitational
64th,Eric,Graham,14.79,S2E6,Speedcubes Massive Battle in Omdurman
65th,Cheryl,Jackson,14.84,S2E5,Bangkok Open
66th,Robert,Young,14.85,S1E3,The Las Vegas Big Double in United States
67th,Kimberly,White,14.85,S1E11,Season 1 Championship in Manhattan
68th,Antonio,Valencia,14.86,S2E1,The Japan Open in Tokyo
69th,Tanya,Lee,14.87,S1E1,The Milwaukee Cup Sponsored by GAN
70th,Tanya,Lee,14.91,S1E5,The South Bend Open Tournament in United States
71st,Daria,Buchkovsky,14.93,S2E2,The Wuhan Open Tournament in China
72nd,Conor,Evans,14.94,S1E2,The Bangkok Cup Sponsored by GAN
73rd,Eric,Graham,14.98,S1E10,The Moscow Cup Sponsored by GAN
74th,Robin,Wells,14.98,S2E3,The Manchester Big Double
75th,Antonio,Valencia,14.99,S2E2,The Wuhan Open Tournament in China
76th,Tanya,Lee,14.99,S2E7,The Nagoya Cup Sponsored by GAN
77th,Tanya,Lee,15.0,S1E11,Season 1 Championship in Manhattan
78th,Bradley,Cross,15.07,S2E1,The Japan Open in Tokyo
79th,Jacob,Garcia,15.09,S2E1,The Japan Open in Tokyo
80th,Michelle,Hart,15.1,S2E1,The Japan Open in Tokyo
81st,Tanya,Lee,15.11,S2E4,The MoYu Louisville Cup
82nd,Cheryl,Jackson,15.11,S2E5,Bangkok Open
83rd,Henry,Hunter,15.15,S1E1,The Milwaukee Cup Sponsored by GAN
84th,Tanya,Lee,15.15,S1E11,Season 1 Championship in Manhattan
85th,Cheryl,Jackson,15.15,S2E2,The Wuhan Open Tournament in China
86th,Conor,Evans,15.16,S1E1,The Milwaukee Cup Sponsored by GAN
87th,Robert,Young,15.16,S1E3,The Las Vegas Big Double in United States
88th,Robert,Young,15.17,S1E2,The Bangkok Cup Sponsored by GAN
89th,Emerson,Tichenor,15.18,S1E1,The Milwaukee Cup Sponsored by GAN
90th,Eric,Graham,15.19,S1E8,The Ho Chi Minh City Cubing Invitational
91st,Caitlin,Nolan,15.2,S2E6,Speedcubes Massive Battle in Omdurman
92nd,Tanya,Lee,15.21,S1E1,The Milwaukee Cup Sponsored by GAN
93rd,Tanya,Lee,15.21,S2E1,The Japan Open in Tokyo
94th,Bradley,Cross,15.22,S2E5,Bangkok Open
95th,Robert,Andrews,15.23,S2E3,The Manchester Big Double
96th,Tiffany,Dixon,15.23,S2E4,The MoYu Louisville Cup
97th,Conor,Evans,15.24,S2E3,The Manchester Big Double
98th,Conor,Evans,15.25,S1E6,The Nagoya Big Double
99th,Stephanie,Cain,15.26,S2E3,The Manchester Big Double
100th,Denise,Harrison,15.26,S2E4,The MoYu Louisville Cup
