Points,First Name,Last Name,Placings
0,Emerson,Tichenor
0,Daria,Buchkovsky
0,Maggie,Silver
0,Ryan,Stoyko
0,Conor,Evans
0,Kimberly,Cook
0,Robert,Young
0,David,Cook
0,Jordan,Chavez
0,Eric,Young
0,Belinda,Carter
0,Mark,Williams
0,Heather,Ali
0,David,Mcgee
0,Kayla,Bean
0,John,Fisher
0,Tracy,Kelley
0,Elizabeth,Johnson
0,Denise,Diaz
0,Amber,Aguilar
0,Amanda,Scott
0,Robert,Sims
0,Tiffany,Dixon
0,David,Johnson
0,Heidi,Grant
0,Sarah,Mendoza
0,Kimberly,Martin
0,Kyle,Alvarez
0,Donald,Dixon
0,Nicole,Thompson
0,Brittany,Obrien
0,Aaron,Hall
0,Lonnie,Green
0,Christopher,Wu
0,Anita,Butler
0,Justin,Thomas
0,Michelle,Evans
0,Donald,Levy
0,John,Tucker
0,Anthony,Holmes
0,Carol,Riley
0,Jeff,Miller
0,Anthony,Elliott
0,James,Horne
0,Brian,Daniel
0,Kirsten,Mendoza
0,Bruce,Phillips
0,Jennifer,Wyatt
0,Kayla,James
0,Jared,Preston
0,Allen,Cook
0,Rickey,Murphy
0,Brett,Hill
0,Colin,Rojas
0,Alexis,Valentine
0,Christine,Hicks
0,Kayla,Moore
0,John,Flores
0,James,Johnston
0,Bonnie,Lee
0,Joshua,Figueroa
0,Ricardo,Henry
0,Sean,Moore
0,Henry,Hunter
0,Cheryl,Jackson
0,Nicholas,Smith
0,Kimberly,Williams
0,Andrew,Gonzalez
0,Mary,Williams
0,Michael,Miller
0,Kelly,Knight
0,Monica,Mack
0,Aimee,Stewart
0,Robin,Wells
0,Steven,Martinez
0,James,Armstrong
0,Ana,Mitchell
0,Chelsea,Castillo
0,Cheryl,Weaver
0,Susan,Cox
0,Karen,Dickerson
0,Brittney,Gonzalez
0,Katelyn,Douglas
0,Faith,Gonzalez
0,David,Mitchell
0,Brandon,Martinez
0,Alyssa,Murillo
0,Wendy,Oconnor
0,Wayne,Baker
0,Patrick,Taylor
0,Juan,Davis
0,David,Khan
0,Robert,Blanchard
0,Julie,Hall
0,Anita,Buchanan
0,Andrew,Bradford
0,Lee,Nicholson
0,Caitlin,Nolan
0,Kelly,Morris
0,Suzanne,Weiss
0,Sonya,Michael
0,Christopher,Caldwell
0,Charles,Wright
0,Tammy,Powers
0,Jennifer,Sexton
0,Melissa,Mason
0,Matthew,Gutierrez
0,Christine,Moran
0,Kimberly,Wade
0,Jeremy,Ferguson
0,Alexandria,Perez
0,Justin,Santos
0,Tony,Bell
0,Wendy,Herrera
0,Rhonda,Phillips
0,Marcus,Nguyen
0,Kayla,Malone
0,Thomas,Dalton
0,Robert,Roy
0,Rachel,Ramsey
0,Tina,Mcfarland
0,Beth,Barry
0,Elaine,Williams
0,Daniel,Hoffman
0,Kathleen,Compton
0,Jeffrey,Turner
0,Douglas,Robinson
0,Devon,Fisher
0,David,Stevens
0,Kathleen,Ward
0,Jennifer,Bass
0,Gerald,Williams
0,James,Wade
0,Clinton,Buck
0,Stephanie,Cain
0,John,Bennett
0,Samantha,Smith
0,Amy,Allen
0,George,Mcguire
0,Christina,Lee
0,Mariah,Bowers
0,Lori,Dixon
0,Anna,Valenzuela
0,Diane,White
0,David,Garcia
0,Colleen,Stewart
0,Brian,Braun
0,Paige,Johnson
0,Tonya,Molina
0,Carlos,Thompson
0,Whitney,Nicholson
0,Sarah,Torres
0,April,Williams
0,Barry,Lewis
0,Jennifer,Horne
0,Steven,Carpenter
0,Krystal,Smith
0,Kimberly,Wells
0,Marissa,Scott
0,Rebecca,Palmer
0,Roberto,Parsons
0,Daniel,Reyes
0,Justin,Johnson
0,Lori,Sutton
0,Elizabeth,Williams
0,Emily,Kim
0,Sarah,Underwood
0,Pamela,Robinson
0,Paul,Norris
0,Felicia,Martinez
0,Matthew,Romero
0,James,Miller
0,Michele,Cordova
0,Denise,Harrison
0,Alexander,Esparza
0,Michael,Davis
0,Austin,Carpenter
0,Kathleen,Nguyen
0,Jose,Campbell
0,Cynthia,Silva
0,Alex,Donaldson
0,Stacy,Dodson
0,Aaron,Maxwell
0,Sarah,Riggs
0,Jennifer,Fuller
0,Kimberly,Fisher
0,Gary,Le
0,Jose,Brooks
0,James,Gamble
0,Kenneth,Barton
0,Eric,Meadows
0,Kristi,Reeves
0,Hailey,Woods
0,Eric,Graham
0,William,Mccoy
0,Regina,Erickson
0,Isaiah,Norton
0,Sarah,Barron
